WB97X/6-31g*
500
2,H,H,
-4.1521766e-18,0.0000000e+00,4.3905216e-01,4.1521766e-18,0.0000000e+00,-4.3905216e-01,-1.15797910631,
4.3346129e-18,0.0000000e+00,3.0045238e-01,-4.3346129e-18,0.0000000e+00,-3.0045238e-01,-1.14859307815,
4.8286656e-18,0.0000000e+00,2.9238391e-01,-4.8286656e-18,0.0000000e+00,-2.9238391e-01,-1.14304987859,
-2.2468310e-18,0.0000000e+00,4.0793553e-01,2.2468310e-18,0.0000000e+00,-4.0793553e-01,-1.16436743245,
2.9469732e-18,0.0000000e+00,3.2311428e-01,-2.9469732e-18,0.0000000e+00,-3.2311428e-01,-1.15968842107,
2.7587100e-18,0.0000000e+00,3.2618883e-01,-2.7587100e-18,0.0000000e+00,-3.2618883e-01,-1.16075614804,
3.2918263e-18,0.0000000e+00,3.1748238e-01,-3.2918263e-18,0.0000000e+00,-3.1748238e-01,-1.15748156546,
-3.6810509e-18,0.0000000e+00,4.3135810e-01,3.6810509e-18,0.0000000e+00,-4.3135810e-01,-1.15979918944,
-2.2326624e-18,0.0000000e+00,4.0770411e-01,2.2326624e-18,0.0000000e+00,-4.0770411e-01,-1.16440417915,
-3.3409575e-18,0.0000000e+00,4.2580396e-01,3.3409575e-18,0.0000000e+00,-4.2580396e-01,-1.16102273904,
3.7963156e-18,0.0000000e+00,3.0924344e-01,-3.7963156e-18,0.0000000e+00,-3.0924344e-01,-1.15362288272,
3.0876917e-18,0.0000000e+00,3.2081616e-01,-3.0876917e-18,0.0000000e+00,-3.2081616e-01,-1.15882804751,
-1.6978936e-18,0.0000000e+00,3.9897069e-01,1.6978936e-18,0.0000000e+00,-3.9897069e-01,-1.16565291839,
4.0601391e-18,0.0000000e+00,3.0493489e-01,-4.0601391e-18,0.0000000e+00,-3.0493489e-01,-1.15128208305,
3.9757245e-18,0.0000000e+00,3.0631348e-01,-3.9757245e-18,0.0000000e+00,-3.0631348e-01,-1.15205639125,
2.4648123e-18,0.0000000e+00,3.3098856e-01,-2.4648123e-18,0.0000000e+00,-3.3098856e-01,-1.16224056234,
4.1443345e-18,0.0000000e+00,3.0355987e-01,-4.1443345e-18,0.0000000e+00,-3.0355987e-01,-1.15048543018,
-4.6041555e-18,0.0000000e+00,4.4643354e-01,4.6041555e-18,0.0000000e+00,-4.4643354e-01,-1.15610864070,
4.6295008e-18,0.0000000e+00,2.9563650e-01,-4.6295008e-18,0.0000000e+00,-2.9563650e-01,-1.14539779358,
2.3547501e-18,0.0000000e+00,3.3278599e-01,-2.3547501e-18,0.0000000e+00,-3.3278599e-01,-1.16274156989,
-5.0486865e-18,0.0000000e+00,4.5369330e-01,5.0486865e-18,0.0000000e+00,-4.5369330e-01,-1.15416188008,
-3.6018083e-18,0.0000000e+00,4.3006396e-01,3.6018083e-18,0.0000000e+00,-4.3006396e-01,-1.16009132639,
3.6347809e-18,0.0000000e+00,3.1188151e-01,-3.6347809e-18,0.0000000e+00,-3.1188151e-01,-1.15494397809,
-3.6062502e-18,0.0000000e+00,4.3013653e-01,3.6062502e-18,0.0000000e+00,-4.3013653e-01,-1.16007505563,
3.8244245e-18,0.0000000e+00,3.0878440e-01,-3.8244245e-18,0.0000000e+00,-3.0878440e-01,-1.15338445182,
2.8635301e-18,0.0000000e+00,3.2447699e-01,-2.8635301e-18,0.0000000e+00,-3.2447699e-01,-1.16017324251,
2.8654595e-18,0.0000000e+00,3.2444549e-01,-2.8654595e-18,0.0000000e+00,-3.2444549e-01,-1.16016224527,
2.5342252e-18,0.0000000e+00,3.2985497e-01,-2.5342252e-18,0.0000000e+00,-3.2985497e-01,-1.16190945625,
-4.6258852e-18,0.0000000e+00,4.4678843e-01,4.6258852e-18,0.0000000e+00,-4.4678843e-01,-1.15601585470,
-3.9689201e-18,0.0000000e+00,4.3605936e-01,3.9689201e-18,0.0000000e+00,-4.3605936e-01,-1.15870355141,
4.1397710e-18,0.0000000e+00,3.0363441e-01,-4.1397710e-18,0.0000000e+00,-3.0363441e-01,-1.15052924768,
-2.7616659e-18,0.0000000e+00,4.1634342e-01,2.7616659e-18,0.0000000e+00,-4.1634342e-01,-1.16291368630,
4.5231245e-18,0.0000000e+00,2.9737377e-01,-4.5231245e-18,0.0000000e+00,-2.9737377e-01,-1.14658828392,
-4.3945372e-18,0.0000000e+00,4.4301021e-01,4.3945372e-18,0.0000000e+00,-4.4301021e-01,-1.15699046502,
-5.0108190e-18,0.0000000e+00,4.5307487e-01,5.0108190e-18,0.0000000e+00,-4.5307487e-01,-1.15433159049,
5.0356543e-19,0.0000000e+00,3.6301813e-01,-5.0356543e-19,0.0000000e+00,-3.6301813e-01,-1.16732774926,
-2.2085516e-18,0.0000000e+00,4.0731037e-01,2.2085516e-18,0.0000000e+00,-4.0731037e-01,-1.16446628204,
-2.4044896e-18,0.0000000e+00,4.1051027e-01,2.4044896e-18,0.0000000e+00,-4.1051027e-01,-1.16394648820,
1.6051983e-18,0.0000000e+00,3.4502712e-01,-1.6051983e-18,0.0000000e+00,-3.4502712e-01,-1.16541988484,
4.5001405e-18,0.0000000e+00,2.9774910e-01,-4.5001405e-18,0.0000000e+00,-2.9774910e-01,-1.14683980803,
-3.5701136e-18,0.0000000e+00,4.2954636e-01,3.5701136e-18,0.0000000e+00,-4.2954636e-01,-1.16020699049,
4.0316262e-18,0.0000000e+00,3.0540055e-01,-4.0316262e-18,0.0000000e+00,-3.0540055e-01,-1.15154634046,
4.8235089e-18,0.0000000e+00,2.9246810e-01,-4.8235089e-18,0.0000000e+00,-2.9246810e-01,-1.14311265183,
8.8410181e-19,0.0000000e+00,3.5680351e-01,-8.8410181e-19,0.0000000e+00,-3.5680351e-01,-1.16691447915,
-3.3511289e-18,0.0000000e+00,4.2597008e-01,3.3511289e-18,0.0000000e+00,-4.2597008e-01,-1.16098730859,
3.6262461e-18,0.0000000e+00,3.1202090e-01,-3.6262461e-18,0.0000000e+00,-3.1202090e-01,-1.15501148602,
1.2194509e-18,0.0000000e+00,3.5132685e-01,-1.2194509e-18,0.0000000e+00,-3.5132685e-01,-1.16634112816,
